Brand,Name,Description,Price,Discount,Product URL,Image
Denttabs,Brush Teeth Tablets Kids with Fluoride,zubní pasta s fluoridem v tabletách pro děti Strawberry 125 tbl,159,,https://www.notino.cz/denttabs/brush-teeth-tablets-kids-with-fluoride-zubni-pasta-s-fluoridem-v-tabletach/,https://cdn.notinoimg.com/list_2k//denttabs/4260066813365_01-o__231115.jpg
Ecodenta,Colour Surprise,zubní pasta pro děti proti zubnímu kazu 75 ml,153,,https://www.notino.cz/ecodenta/expert-black-whitening-zubni-pasta-pro-deti-proti-zubnimu-kazu/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001002490_01-o__210809.jpg
Nickelodeon,Paw Patrol Toothpaste,zubní pasta pro děti s jahodovou příchutí 75 ml,63,,https://www.notino.cz/ep-line/paw-patrol-zubni-pasta-pro-deti-s-jahodovou-prichuti/,https://cdn.notinoimg.com/list_2k//ep-line/8412428011124_01-o__210413.jpg
Oral B,Professional Gum Intensive Care & Bacteria Guard,bylinná zubní pasta 75 ml,80,-20 % s kódem mix20,https://www.notino.cz/oral-b/professional-gum-intensive-care-bacteria-guard-bylinna-zubni-pasta/,https://cdn.notinoimg.com/list_2k//oral-b/8001841182674_01-o__220701.jpg
White Pearl,CBD Aloe Vera,zubní pasta 75 ml,195,,https://www.notino.cz/white-pearl/cbd-aloe-vera-zubni-pasta/,https://cdn.notinoimg.com/list_2k//white-pearl/8594069333312_01-o__230725.jpg
Jack N’ Jill,Natural,přírodní zubní pasta pro děti bez příchutě 50 g,130,,https://www.notino.cz/jack-n-jill/natural-prirodni-zubni-pasta-pro-deti-bez-prichute/,https://cdn.notinoimg.com/list_2k//jack-n-jill/9312657008027_01-o__230602.jpg
BlanX,O3X Toothpaste,přírodní zubní pasta pro šetrné bělení a ochranu zubní skloviny 75 ml,169,,https://www.notino.cz/blanx/o3x-oxygen-power-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//blanx/8017331065891_01-o__190919.jpg
Sylveco,For Kids,dětská zubní pasta 75 ml,125,,https://www.notino.cz/sylveco/for-kids-detska-zubni-pasta/,https://cdn.notinoimg.com/list_2k//sylveco/5902249016208_01-o__211103.jpg
Colgate,Max White Clay,bělicí zubní pasta 75 ml,87,,https://www.notino.cz/colgate/max-white-clay-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//colgate/8718951380103_01-o__221125.jpg
DentYucral,Antiplaca,bělicí zubní pudr 50 g,133,,https://www.notino.cz/dentyucral/antiplaca-belici-zubni-pudr/,https://cdn.notinoimg.com/list_2k//dentyucral/8470002079021_01-o__220818.jpg
Curasept,Biosmalto Mousse,pěna pro citlivé zuby Fruits 50 ml,367,,https://www.notino.cz/curasept/biosmalto-mousse-pena-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//curasept/8056746071264_01-o__221121.jpg
WOOM,Sensitive+ Toothpaste,zubní pasta pro citlivé zuby 75 ml,135,,https://www.notino.cz/woom/sensitive-toothpaste-zubni-pasta-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//woom/4751033920235_01-o__220629.jpg
HAAN,Toothpaste Dolce Vita,zubní pasta s fluoridem s prebiotiky,179,,https://www.notino.cz/haan/toothpaste-dolce-vita-zubni-pasta-s-fluoridem-s-prebiotiky/,https://cdn.notinoimg.com/list_2k//haan/5060669781349_01-o__230515.jpg
Curasept,Daycare Protection Booster Fruit Sensation,gelová zubní pasta 75 ml,170,,https://www.notino.cz/curasept/daycare-protection-booster-fruit-sensation-gelova-zubni-pasta/,https://cdn.notinoimg.com/list_2k//curasept/8056746073305_01-o__230511.jpg
Hello Coco,Teeth Whitening Maximum LED,bělicí sada na zuby,2 822,,https://www.notino.cz/hello-coco/teeth-whitening-maximum-led-belici-sada-na-zuby/,https://cdn.notinoimg.com/list_2k//hello-coco/8588007594231_01-o__221123.jpg
Chicco,Toothpaste Mild Mint,dětská zubní pasta s fluoridem 6 y+ 50 ml,90,,https://www.notino.cz/chicco/toothpaste-mild-mint-detska-zubni-pasta-s-fluoridem/,https://cdn.notinoimg.com/list_2k//chicco/8058664138708_01__231124.jpg
Elgydium,Kids,dětská zubní pasta od 36. měsíce příchuť Fresh Strawberry 50 ml,90,,https://www.notino.cz/elgydium/kids-detska-zubni-pasta-od-36-mesice/,https://cdn.notinoimg.com/list_2k//elgydium/3577056022227_01-o__220816.jpg
Colgate,Total Active Fresh,zubní pasta pro kompletní ochranu zubů 75 ml,76,,https://www.notino.cz/colgate/total-active-fresh-zubni-pasta-pro-kompletni-ochranu-zubu/,https://cdn.notinoimg.com/list_2k//colgate/8718951226838_01-o__220801.jpg
HAAN,Toothpaste Good On Ya,zubní pasta bez fluoridu plnitelná,163,,https://www.notino.cz/haan/toothpaste-good-on-ya-zubni-pasta-bez-fluoridu-plnitelna/,https://cdn.notinoimg.com/list_2k//haan/5060917120074_01-o__220405.jpg
Apis Natural Cosmetics,Optima,zubní pasta s minerály z Mrtvého moře 100 ml,92,-20 % s kódem beeweek,https://www.notino.cz/apis-natural-cosmetics/optima-zubni-pasta-s-mineraly-z-mrtveho-more/,https://cdn.notinoimg.com/list_2k//apis_natural_cosmetics/5901810041113_01-o__230906.jpg
Chicco,Toothpaste Fruit Mix,dětská zubní pasta s fluoridem 1-5 y 50 ml,89,,https://www.notino.cz/chicco/toothpaste-fruit-mix-detska-zubni-pasta-s-fluoridem/,https://cdn.notinoimg.com/list_2k//chicco/8058664138715_01__231124.jpg
Elgydium,Sensitive,zubní pasta 75 ml,116,,https://www.notino.cz/elgydium/sensitive-zubni-pasta/,https://cdn.notinoimg.com/list_2k//elgydium/elgsenw_ktps10__150504.jpg
Beverly Hills Formula,Unicorn Sparkle 7+,zubní pasta pro děti 100 ml,164,,https://www.notino.cz/beverly-hills-formula/unicorn-sparkle-7-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//beverly-hills-formula/5020105004098_01-o__220912.jpg
Brush Baby,Rocket,dětská zubní pasta borůvka 50 ml,107,,https://www.notino.cz/brush-baby/rocket-detska-zubni-pasta-boruvka/,https://cdn.notinoimg.com/list_2k//brush_baby/5060178102437_01-o__230613.jpg
BEN&ANNA,Toothpaste White,přírodní zubní pasta s fluoridem 75 ml,102,,https://www.notino.cz/benanna/toothpaste-white-prirodni-zubni-pasta-s-fluoridem/,https://cdn.notinoimg.com/list_2k//benanna/4260491223029_01-o__230331.jpg
EP Line,Juventus,dárková sada,371,,https://www.notino.cz/ep-line/juventus-darkova-sada/,https://cdn.notinoimg.com/list_2k//ep-line/8029241128917_01-o__211014.jpg
Marvis,Sweet & Sour Rhubarb,zubní pasta příchuť Rhubarb 75 ml,183,- 15 % na Marvis při nákupu 2 ks,https://www.notino.cz/marvis/marvis-sweet-sour-rhubarb-zubni-pasta/,https://cdn.notinoimg.com/list_2k//marvis/8004395111640_01-o__190911.jpg
Disney,Mickey Toothpaste,dětská zubní pasta 3 y+ 75 ml,75,,https://www.notino.cz/disney/mickey-toothpaste-detska-zubni-pasta/,https://cdn.notinoimg.com/list_2k//disney/8056234640361_01-o__231108.jpg
Denttabs,Natural Toothpaste Tablets without Fluoride,zubní pasta bez fluoridu v tabletách Mint 125 tbl,149,,https://www.notino.cz/denttabs/natural-toothpaste-tablets-without-fluoride-zubni-pasta-bez-fluoridu-v-tabletach/,https://cdn.notinoimg.com/list_2k//denttabs/4260066813105_01-o__231115.jpg
HAAN,Gift Sets Great Joyful,dárková sada,729,,https://www.notino.cz/haan/gift-sets-great-aquamarine-darkova-sada-hyva-meininki/,https://cdn.notinoimg.com/list_2k//haan/5060917123549_01-o__230619.jpg
Brush Baby,Natural Strawberry,zubní pasta pro děti s jahodovou příchutí od 3let 50 ml,134,,https://www.notino.cz/brush-baby/natural-strawberry-zubni-pasta-pro-deti-s-jahodovou-prichuti/,https://cdn.notinoimg.com/list_2k//brush_baby/5060178102918_01-o__230613.jpg
Yotuel,Classic,bělicí zubní pasta příchuť Mint 50 ml,278,-20 % s kódem 20combi,https://www.notino.cz/yotuel/classic-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//yotuel/yotclsw_ktps10__150428.jpg
Perl Weiss,White & Charcoal,bělicí zubní pasta 75 ml,149,,https://www.notino.cz/perl-weiss/white-charcoal-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//perl_weiss/4008890009154_01__240111.jpg
Walmark,Santoin s účinkem při paradontóze,zubní pasta 100 ml,160,,https://www.notino.cz/walmark/santoin-s-ucinkem-pri-paradontoze-zubni-pasta-pro-kadodenni-ustni-hygienu/,https://cdn.notinoimg.com/list_2k//walmark/8596024018081_01-o__220304.jpg
White Pearl,NanoCare,zubní pasta s nanočásticemi stříbra 100 g,144,,https://www.notino.cz/white-pearl/nanocare-zubni-pasta/,https://cdn.notinoimg.com/list_2k//white-pearl/whpnanw_ktps10_01__150609.jpg
BlanX,Nordic White,bělicí zubní pasta s minerály 75 ml,99,,https://www.notino.cz/blanx/nordic-white-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//blanx/8017331077825_01-o__220401.jpg
WOOM,Family Sensitive,zubní pasta pro citlivé zuby 75 ml,84,,https://www.notino.cz/woom/family-sensitive-zubni-pasta-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//woom/8420075180377_01-o__220830.jpg
Marvis,Flavour Collection,sada zubní péče,710,- 15 % na Marvis při nákupu 2 ks,https://www.notino.cz/marvis/marvis-flavour-collection-kosmeticka-sada-iii/,https://cdn.notinoimg.com/list_2k//marvis/8004395111008_01-o__190904.jpg
White Pearl,CBD Charcoal Whitening,bělicí zubní pasta s aktivním uhlím s CBD 75 ml,195,,https://www.notino.cz/white-pearl/cbd-charcoal-whitening-belici-zubni-pasta-s-aktivnim-uhlim-s-cbd/,https://cdn.notinoimg.com/list_2k//white-pearl/8594069333336_01-o__230725.jpg
Swissdent,Biocare Combo Pack,sada zubní péče,264,,https://www.notino.cz/swissdent/biocare-combo-pack-sada-zubni-pece/,https://cdn.notinoimg.com/list_2k//swissdent/7640126890067_01-o__220829.jpg
Curasept,Black Lux,černá bělicí zubní pasta s bělicím účinkem 75 ml,366,,https://www.notino.cz/curasept/black-lux-cerna-belici-zubni-pasta-s-belicim-ucinkem/,https://cdn.notinoimg.com/list_2k//curasept/8056746071998_01-o__220218.jpg
HAAN,Gift Sets The core four - Serenity,dárková sada,729,-15 % s kódem 15combi,https://www.notino.cz/haan/gift-sets-the-core-four-serenity-darkova-sada/,https://cdn.notinoimg.com/list_2k//haan/5060917123532_01-o__230619.jpg
Ecodenta,Certified Organic Whitening,bělicí zubní pasta 75 ml,129,,https://www.notino.cz/ecodenta/certified-organic-anti-plaque-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001002162_01-o__210809.jpg
Marvis,Creamy Matcha Tea,zubní pasta (limitovaná edice) 25 ml,,,https://www.notino.cz/marvis/creamy-matcha-tea-zubni-pastalimitovana-edice/,https://cdn.notinoimg.com/list_2k//marvis/8004395112357_01-o__230106.jpg
WOOM,Family Complex,zubní pasta 75 ml,79,,https://www.notino.cz/woom/family-complex-zubni-pasta/,https://cdn.notinoimg.com/list_2k//woom/8420075180360_01-o__220830.jpg
Lavera,Whitening,bělicí zubní pasta 75 ml,137,,https://www.notino.cz/lavera/whitening-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//lavera/4021457629213_01-o__200129.jpg
Vitis,Gingival Set,dárková sada,293,,https://www.notino.cz/vitis/gingival-darkova-sada/,https://cdn.notinoimg.com/list_2k//vitis/2800010517943_01-o__220926.jpg
Minions,Toothpaste,zubní pasta pro děti Mint 3y+ 75 ml,75,,https://www.notino.cz/minions/toothpaste-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//minions/8032979437657_01-o__220902.jpg
Woobamboo,Eco Toothpaste,zubní pasta Mint Chill 75 ml,65,,https://www.notino.cz/woobamboo/eco-toothpaste-zubni-pasta/,https://cdn.notinoimg.com/list_2k//woobamboo/860364000791_01-o__220727.jpg
Colgate,Max White Expert Micellar,bělicí zubní pasta 75 ml,147,,https://www.notino.cz/colgate/max-white-expert-micellar-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//colgate/8718951411043_01-o__221125.jpg
Ecodenta,Certified Organic Charcoal whitening,bělicí zubní pasta s aktivním uhlím 75 ml,102,,https://www.notino.cz/ecodenta/certified-organic-anti-plaque-belici-zubni-pasta-s-aktivnim-uhlim/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001004333_01-o__210809.jpg
Venira,Bělící zubní pasta Bělicí zubní pasta,pasta na zuby Mint 100 ml,339,,https://www.notino.cz/venira/belici-zubni-pasta-belici-zubni-pasta-pasta-na-zuby/,https://cdn.notinoimg.com/list_2k//venira/8594198177108_01-o__240509.jpg
Whitewash,Professional,bělicí zubní pasta s částečkami stříbra 125 ml,312,,https://www.notino.cz/whitewash/professional-belici-zubni-pasta-s-casteckami-stribra/,https://cdn.notinoimg.com/list_2k//whitewash/5060249420002_01-o__151013.jpg
HAAN,Toothpaste Hyvä Meinink,bělicí zubní pasta s fluoridem s mátou peprnou,179,,https://www.notino.cz/haan/toothpaste-hyva-meinink-belici-zubni-pasta-s-fluoridem-s-matou-peprnou/,https://cdn.notinoimg.com/list_2k//haan/5060669781042_01-o__230515.jpg
Colgate,Max White Optic,bělicí zubní pasta s okamžitým účinkem 75 ml,91,,https://www.notino.cz/colgate/max-white-one-optic-belici-zubni-pasta-s-okamzitym-ucinkem/,https://cdn.notinoimg.com/list_2k//colgate/8714789928425_01-o__221128.jpg
Blue M,Fluoride Free,zubní pasta bez fluoridu,65,,https://www.notino.cz/blue-m/fluoride-free-zubni-pasta-bez-fluoridu/,https://cdn.notinoimg.com/list_2k//bluem/705105335056_01-o__211111.jpg
White Glo,Total Mouth Detox,sada pro bělení zubů,169,,https://www.notino.cz/white-glo/total-mouth-detox-sada-pro-beleni-zubu/,https://cdn.notinoimg.com/list_2k//white-glo/9319871001025_01-o__210524.jpg
Denttabs,Brush Teeth Tablets Kids without Fluoride,zubní pasta bez fluoridu v tabletách pro děti Strawberry 125 tbl,134,,https://www.notino.cz/denttabs/brush-teeth-tablets-kids-without-fluoride-zubni-pasta-bez-fluoridu-v-tabletach/,https://cdn.notinoimg.com/list_2k//denttabs/4260066813433_01-o__231115.jpg
BlanX,White Detox Coconut,bělicí zubní pasta s kokosovým olejem 75 ml,88,,https://www.notino.cz/blanx/white-detox-coconut-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//blanx/8017331071540_01-o__210205.jpg
HAAN,Gift Sets Great Aquamarine,dárková sada,549,,https://www.notino.cz/haan/gift-sets-great-aquamarine-darkova-sada-6877842/,https://cdn.notinoimg.com/list_2k//haan/5060917123525_01-o__230619.jpg
G.U.M,Hydral,zubní pasta 75 ml,195,,https://www.notino.cz/gum/hydral-zubni-pasta/,https://cdn.notinoimg.com/list_2k//gum/gumhydu_ktps20__150309.jpg
Vitis,Medium,zubní kartáček + mini zubní pasta,269,,https://www.notino.cz/vitis/medium-zubni-kartacek-mini-zubni-pasta/,https://cdn.notinoimg.com/list_2k//vitis/8427426006591_01-o__230202.jpg
Lacalut,Kids Caries and Sugar Acid Protection,dětská zubní pasta 2-6y 55 ml,85,,https://www.notino.cz/lacalut/kids-caries-and-sugar-acid-protection-detska-zubni-pasta/,https://cdn.notinoimg.com/list_2k//lacalut/4016369542286_01-o__230908.jpg
BEN&ANNA,Toothpaste Coco Mania,přírodní zubní pasta 75 ml,100,,https://www.notino.cz/benanna/toothpaste-coco-mania-prirodni-zubni-pasta/,https://cdn.notinoimg.com/list_2k//benanna/4260491223043_01-o__230331.jpg
The Humble Co.,Natural Toothpaste Fresh Mint,přírodní zubní pasta,248,,https://www.notino.cz/humble/natural-toothpaste-prirodni-zubni-pasta/,https://cdn.notinoimg.com/list_2k//humble/7350075693205_01-o__210816.jpg
White Glo,Smokers Formula,sada zubní péče,144,,https://www.notino.cz/white-glo/smokers-formula-kosmeticka-sada-i/,https://cdn.notinoimg.com/list_2k//white-glo/whgsmow_kset10_01__151016.jpg
White Glo,Coconut Oil Shine,bělicí pasta s kartáčkem Coconut and Mint Flavour 150 g,141,,https://www.notino.cz/white-glo/coconut-oil-shine-belici-pasta-s-kartackem/,https://cdn.notinoimg.com/list_2k//white-glo/9319871001131_01-o__211129.jpg
White Pearl,NanoCare Whitening,zubní pasta s nanočásticemi stříbra proti skvrnám na zubní sklovině 100 g,235,,https://www.notino.cz/white-pearl/nanocare-whitening-zubni-pasta-s-nanocasticemi-stribra-proti-skvrnam-na-zubni-sklovine/,https://cdn.notinoimg.com/list_2k//white-pearl/whpnaww_ktps10_01__160520.jpg
Curasept,EcoBio Dentifricio,přírodní zubní pasta bez fluoridu 75 ml,174,,https://www.notino.cz/curasept/ecobio-dentifricio-prirodni-zubni-pasta-bez-fluoridu/,https://cdn.notinoimg.com/list_2k//curasept/8056746071547_01-o__220203.jpg
L.O.L. Surprise,Toothpaste,zubní pasta pro děti s jahodovou příchutí 75 ml,62,,https://www.notino.cz/ep-line/lol-zubni-pasta-pro-deti-s-jahodovou-prichuti/,https://cdn.notinoimg.com/list_2k//ep-line/8412428014040_01-o__210413.jpg
The Humble Co.,Natural Toothpaste Charcoal,přírodní zubní pasta,181,,https://www.notino.cz/humble/natural-toothpaste-charcoal-prirodni-zubni-pasta/,https://cdn.notinoimg.com/list_2k//humble/7350075693212_01-o__210816.jpg
Pink Elephant,Boys,dárková sada Teddy bear pro děti,150,,https://www.notino.cz/pink-elephant/boys-darkova-sada-pro-deti-green/,https://cdn.notinoimg.com/list_2k//pink_elephant/8588006040418_01__211015.jpg
White Glo,Whitening & Tartar Control,bělicí pasta s kartáčkem Curcumin and Turmeric 150 g,156,,https://www.notino.cz/white-glo/whitening-tartar-control-belici-pasta-s-kartackem/,https://cdn.notinoimg.com/list_2k//white-glo/9319871001452_01-o__211129.jpg
Ecodenta,Green Multifunctional,zubní pasta s fluoridem pro kompletní ochranu zubů 100 ml,90,,https://www.notino.cz/ecodenta/green-multifunctional-zubni-pasta-pro-kompletni-ochranu-zubu/,https://cdn.notinoimg.com/list_2k//ecodenta/4770001335314_01-o__170112.jpg
G.U.M,Hydral,"hydratační gel na zuby, jazyk a dásně 50 ml",188,,https://www.notino.cz/gum/hydral-hydratacni-gel-na-zuby-jazyk-a-dasne/,https://cdn.notinoimg.com/list_2k//gum/gumhydu_ktps10__150309.jpg
HAAN,Gift Sets Great Aquamarine,dárková sada (na cesty),971,,https://www.notino.cz/haan/gift-sets-great-aquamarine-darkova-sada/,https://cdn.notinoimg.com/list_2k//haan/5060669780908_01-o__220819.jpg
Blend-a-med,3D White Luxe Perfection Intense,zubní pasta 75 ml,90,-20 % s kódem mix20,https://www.notino.cz/blend-a-med/3d-white-luxe-perfection-intense-zubni-pasta/,https://cdn.notinoimg.com/list_2k//blend-a-med/8001841142814_01-o__220816.jpg
Sensodyne,Natural White,přírodní zubní pasta s fluoridem,122,,https://www.notino.cz/sensodyne/natural-white-prirodni-zubni-pasta-s-fluoridem-5023268/,https://cdn.notinoimg.com/list_2k//sensodyne/5054563121226_01-o__220601.jpg
Colgate,Max White Bye Bye Stains,zubní pasta 75 ml,98,,https://www.notino.cz/colgate/max-white-bye-bye-stains-zubni-pasta/,https://cdn.notinoimg.com/list_2k//colgate/8718951610521_01-o__240404.jpg
Truthpaste,Kids Sweet Orange,přírodní zubní pasta pro děti 100 ml,209,,https://www.notino.cz/truthpaste/kids-sweet-orange-prirodni-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//truthpaste/5060655080043_01-o__231127.jpg
White Glo,Micellar,sada zubní péče,139,,https://www.notino.cz/white-glo/micellar-sada-zubni-pece/,https://cdn.notinoimg.com/list_2k//white-glo/9319871001391_01-o__230606.jpg
Herbadent,Herbal Toothpaste Passionfruit,bylinná zubní pasta Passionfruit 75 g,153,,https://www.notino.cz/herbadent/herbal-toothpaste-passionfruit-bylinna-zubni-pasta/,https://cdn.notinoimg.com/list_2k//herbadent/8594021372311_01-o__230131.jpg
HAAN,Gift Sets Great Coral,dárková sada,970,,https://www.notino.cz/haan/gift-sets-great-coral-darkova-sada/,https://cdn.notinoimg.com/list_2k//haan/5060669781004_01-o__221122.jpg
WOOM,Family Whitening,bělicí zubní pasta 75 ml,90,,https://www.notino.cz/woom/family-whitening-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//woom/8420075180346_01-o__220830.jpg
Marvel,Spiderman Toothpaste,zubní pasta pro děti Mint 75 ml,72,,https://www.notino.cz/marvel/spiderman-toothpaste-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//marvel/8032979436971_01__220725.jpg
Ziaja,Baby,zubní gel pro děti 50 ml,37,,https://www.notino.cz/ziaja/ziajka-zubni-gel-pro-deti/,https://cdn.notinoimg.com/list_2k//ziaja/5901887008392-o__160428.jpg
BEN&ANNA,Toothpaste Black,přírodní zubní pasta s aktivním uhlím 75 ml,102,,https://www.notino.cz/benanna/toothpaste-black-prirodni-zubni-pasta-s-aktivnim-uhlim/,https://cdn.notinoimg.com/list_2k//benanna/4260491223012_01-o__230331.jpg
Blend-a-med,Lasting Freshness,osvěžující zubní pasta 75 ml,36,-20 % s kódem mix20,https://www.notino.cz/blend-a-med/lasting-freshness-osvezujici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//blend-a-med/8006540391365_01-o__220816.jpg
EP Line,Inter Oral Hygiene Gift Set,dárková sada (pro děti),287,,https://www.notino.cz/ep-line/inter-oral-hygiene-gift-set-darkova-sadapro-deti/,https://cdn.notinoimg.com/list_2k//ep-line/8029241132006_01__231120.jpg
Truthpaste,Charcoal,přírodní zubní pasta Fennel & Orange 100 ml,219,,https://www.notino.cz/truthpaste/charcoal-prirodni-zubni-pasta/,https://cdn.notinoimg.com/list_2k//truthpaste/5060655080128_01-o__231127.jpg
WOOM,Natural+ Toothpaste,zubní pasta s mátou peprnou 75 ml,129,,https://www.notino.cz/woom/natural-toothpaste-zubni-pasta-s-matou-peprnou/,https://cdn.notinoimg.com/list_2k//woom/8420075180339_01-o__220629.jpg
Signal,White Now Sensitive,bělicí zubní pasta pro citlivé zuby 75 ml,97,,https://www.notino.cz/signal/white-now-sensitive-belici-zubni-pasta-pro-citlive-zuby/,https://cdn.notinoimg.com/list_2k//signal/8720181196157_01-o__220128.jpg
Signal,Kids,zubní pasta pro děti Strawberry 50 ml,69,,https://www.notino.cz/signal/kids-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//signal/8712561103077_01-o__221115.jpg
Curasept,ADS DNA 720,gelová zubní pasta 75 ml,169,,https://www.notino.cz/curasept/ads-dna-720-gelova-zubni-pasta/,https://cdn.notinoimg.com/list_2k//curasept/8056746073411_01-o__240503.jpg
White Glo,Hemp Seed Oil,bělicí zubní pasta s kartáčkem 150 g,147,,https://www.notino.cz/white-glo/hemp-seed-oil-belici-zubni-pasta-s-kartackem/,https://cdn.notinoimg.com/list_2k//white-glo/9319871001711_01-o__211129.jpg
Blend-a-med,Charcoal,zubní pasta s aktivním uhlím 75 ml,69,-20 % s kódem mix20,https://www.notino.cz/blend-a-med/charcoal-zubni-pasta-s-aktivnim-uhlim/,https://cdn.notinoimg.com/list_2k//blend-a-med/8001841825519_01-o__220816.jpg
Brush Baby,Dinosaur,dětská zubní pasta od 36. měsíce 50 ml,105,,https://www.notino.cz/brush-baby/dinosaur-detska-zubni-pasta-od-36-mesice/,https://cdn.notinoimg.com/list_2k//brush_baby/5060178100464_01-o__230613.jpg
Curasept,White Lux Toothpaste,bělicí zubní pasta s aktivním uhlím 75 ml,381,,https://www.notino.cz/curasept/white-lux-belici-zubni-pasta-s-aktivnim-uhlim/,https://cdn.notinoimg.com/list_2k//curasept/8056746072001_01-o__220218.jpg
Curasept,Black Lux Set,bělicí sada(na zuby),432,,https://www.notino.cz/curasept/black-lux-set-belici-sada-na-zuby/,https://cdn.notinoimg.com/list_2k//curasept/8056746071486_01-o__220218.jpg
Perl Weiss,Up White Advanced Whitening,bělicí zubní pasta 75 ml,149,,https://www.notino.cz/perl-weiss/up-white-advanced-whitening-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//perl_weiss/4008890009512_01__240304.jpg
Tołpa,Kids,zubní pasta pro děti 50 ml,30,,https://www.notino.cz/tolpa/kids-zubni-pasta-pro-deti/,https://cdn.notinoimg.com/list_2k//tolpa/5902719419256_01-o__210414.jpg
White Glo,Night & Day,sada zubní péče,134,,https://www.notino.cz/white-glo/night-day-kosmeticka-sada-i/,https://cdn.notinoimg.com/list_2k//white-glo/9319871000226_01-o__220624.jpg
White Glo,Instant White,sada zubní péče,140,,https://www.notino.cz/white-glo/instant-white-sada-zubni-pece/,https://cdn.notinoimg.com/list_2k//white-glo/93198714001407_01-o__220818.jpg
MEDIBLANC,KIDS Orange,dětská zubní pasta Orange 50 ml,175,,https://www.notino.cz/mediblanc/kids-orange-detska-zubni-pasta-2186097/,https://cdn.notinoimg.com/list_2k//mediblanc/8059300533130_01-o__220114.jpg
Colgate,Total Whitening XL,bělicí zubní pasta 125 ml,110,,https://www.notino.cz/colgate/total-whitening-xl-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//colgate/8714789710358_01-o__240404.jpg
Blue M,Daily Care Essentials,dárková sada (na zuby),769,,https://www.notino.cz/blue-m/daily-care-essentials-darkova-sadana-zuby/,https://cdn.notinoimg.com/list_2k//bluem/787790838036_01-o__211217.jpg
Perl Weiss,Up White Supreme Whitening,bělicí zubní pasta 75 ml,149,,https://www.notino.cz/perl-weiss/up-white-supreme-whitening-belici-zubni-pasta/,https://cdn.notinoimg.com/list_2k//perl_weiss/4008890009482_01__240304.jpg
Blend-a-med,Complete 7 + White,zubní pasta pro kompletní ochranu zubů 100 ml,59,-20 % s kódem mix20,https://www.notino.cz/blend-a-med/complete-7-white-zubni-pasta-pro-kompletni-ochranu-zubu/,https://cdn.notinoimg.com/list_2k//blend-a-med/blecpww_ktps10_01__150925.jpg
Swissdent,Travel Set Crystal,cestovní sada (na zuby),253,,https://www.notino.cz/swissdent/travel-set-crystal-cestovni-sadana-zuby/,https://cdn.notinoimg.com/list_2k//swissdent/2800011968591_01-o__230711.jpg
White Glo,Probiotic,sada zubní péče,130,,https://www.notino.cz/white-glo/probiotic-sada-zubni-pece/,https://cdn.notinoimg.com/list_2k//white-glo/9319871001506_00-o__230606.jpg
Colgate,Max White White Crystals,bělicí zubní pasta s fluoridem Crystal Mint 125 ml,77,,https://www.notino.cz/colgate/max-white-white-crystals-belici-zubni-pasta-s-fluoridem/,https://cdn.notinoimg.com/list_2k//colgate/8718951312845_01-o__200403.jpg
My White Secret,Smile Beauty Care Gift Pack,sada zubní péče (pro zářivý úsměv),999,,https://www.notino.cz/my-white-secret/smile-beauty-care-sada-zubni-pecepro-zarivy-usmev/,https://cdn.notinoimg.com/list_2k//my-white-secret/5060548390082_07__200903.jpg
White Glo,Travel Kit,cestovní sada (na zuby),84,,https://www.notino.cz/white-glo/travel-kit-cestovni-sada-bluena-zuby/,https://cdn.notinoimg.com/list_2k//white-glo/9319871000356_01-o__220624.jpg
WOOM,Fluoride 5000ppm,zubní pasta s fluoridem 50 ml,,,https://www.notino.cz/woom/fluoride-5000ppm-zubni-pasta-s-fluoridem/,https://cdn.notinoimg.com/list_2k//woom/4751033920242_01-o__231019.jpg
WOOM,Carbon+ Set,dárková sada (na zuby),,,https://www.notino.cz/woom/carbon-set-darkova-sadana-zuby/,https://cdn.notinoimg.com/list_2k//woom/4751033921102_01__221118.jpg
